price;rating;rating_BD;rating_D-5;rating_DEC-100;rating_DEC-5;rating_FM;rating_GH;rating_GP;rating_GR;rating_IWC;rating_JH;rating_JR;rating_JS;rating_LM;rating_LV-100;rating_LV-3;rating_QUA-100;rating_QUA-20;rating_RP;rating_RVF;rating_RWS;rating_ST;rating_TA;rating_VIN;rating_Vivino;rating_W&S;rating_WE;rating_WS;region_1;region_2;region_3;title;volume
983;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;;;"Listel, ""Grain de Gris"", Sable de Camargue IGP";0.75
990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;;"""Ginestet"" Bordeaux АОC Blanc";0.75
998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Кьянти;Fassini, Chianti DOCG Riserva;0.75
1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Апулия;Саленто;"A6mani, ""Lifili"" Negroamaro, Salento IGP";0.75
1001;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Чили;Южный Регион;Долина Био-Био;"Cono Sur, ""Bicicleta"" Gewurztraminer, 2018";0.75
1001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Долина Роны;Костьер де Ним;"Chateau L'Ermitage, ""Cuvee Auzan"" Rose, Costieres de Nimes AOP, 2018";0.75
1007;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Риоха;;"Garcia Carrion, ""Antano"" Crianza, Rioja DOC";0.75
1029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;;"Tinazzi, ""Selezione di Famiglia"" Pinot Grigio, Veneto IGP, 2017";0.75
1031;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Австрия;Бургенланд;;Alfred Fischer, Welschriesling;0.75
1031;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Австрия;Бургенланд;;Alfred Fischer, Gruner Vertliner;0.75
1034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;Медок;"Charles Yung et Fils, ''Comte du Barail"" Premium, Medoc AOC";0.75
1037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Лангедок-Руссийон;Кот дю Руссийон;"Latour de France, ""Les Terrasses"", Cotes du Roussillon Villages AOP, 2014";0.75
1037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Россия;Краснодарский край;Гай-Кодзор;Терруар Блан де Гай-Кодзор, 2018;0.75
1052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Эмилия-Романья;Эмилия;"Romagnoli, ""Michelangelo da Caravaggio"" Rosso, Emilia IGT";0.75
1056;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Аргентина;Мендоса;Долина Тупунгато;"Sophenia, ""Altosur"" Malbec";0.75
1056;;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Аргентина;Мендоса;Долина Тупунгато;"Sophenia, ""Altosur"" Torrontes";0.75
1061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Корсика;;"""Viva Corsica"" Rouge";0.75
1065;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Италия;Тоскана;;"Piccini, ""Memoro"" Bianco";0.75
1066;7.0;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Испания;Риоха;Риоха Алавеса;"""Altos R"" Tempranillo, Rioja DOC";0.75
1068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Апулия;Пулья;"""VignaPura"" Rosso, Puglia IGP";0.75
1069;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;Франция;Долина Луары;;Domaine Moncourt, Anjou Blanc Chenin Demi-Sec AOC;0.75
1073;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Италия;Пьемонт;Асти;"Roberto Sarotto, ""Solatio"" Moscato d'Asti DOCG";0.75
1080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Наварра;;"""Vina Zorzal"" Garnacha, Navarra DO, 2017";0.75
1082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;О'Медок;Chateau Lamongeau, Haut-Medoc AOC;0.75
1089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Аргентина;Мендоса;;Argento, BSM, 2017;0.75
1094;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Италия;Венето;;"Cecilia Beretta, ""Soraie"", Veneto IGT";0.75
1096;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;Вальполичелла;Pasqua, Valpolicella DOC;0.75
1097;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;Бордо Сюпериёр;"Sichel, ""Les Hauts de Bel Air"" Rouge, Bordeaux AOC";0.75
1097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Каталония;Пенедес;Villa Conchi, Cava Brut Rose;0.75
1099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Сардиния;Каннонау ди Сардиния;Vigneti Zanatta, Cannonau di Sardegna DOC, 2018;0.75
1100;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;Бардолино;Lamberti Bardolino Classico DOC;0.75
1101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Апулия;Саличе Салентино;"Leone de Castris, ""Il Medaglione"" Negroamaro Rosso, Salento IGT, 2016";0.75
1102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Фриули;;"""Borgo Magredo"" Sauvignon, Friuli Grave DOC, 2017";0.75
1102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Фриули;;"""Borgo Magredo"" Traminer, Friuli Grave DOC, 2017";0.75
1102;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Австрия;Нижняя Австрия;Кампталь;Rabl Nachtfalter;0.75
1103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ЮАР;Западный Кейп;;"""Kruger Family Reserve"" Sauvignon Blanc, 2016";0.75
1106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Португалия;Дору;;Quinta do Portal, Portal Moscatel Douro DOC, 375 мл;375
1107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Крым;;;"Alma Valley, ""Ex Cellar"" Traminer, 2018";0.75
1107;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Долина Луары;;"Chateau de Montgueret, ""Le Petit Saint Louis"", Anjou AOC";0.75
1113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;;"Tenuta Valleselle, ""Rossara"" Molinara IGP";0.75
1119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Аргентина;Мендоса;;"Zuccardi, ""Serie A"" Malbec";0.75
1121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;Верона;"Tenuta Valleselle, ""Bastia San Michele"" Cabernet Sauvignon Corvina IGP";0.75
1124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Лангедок-Руссийон;;"Bernard Magrez, ""Bleu de Mer"" Rose, Vin de Pays d'Oc IGP, 2018";0.75
1125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;Бардолино;Gorgo, Bardolino Chiaretto DOC, 2018;0.75
1125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;Бардолино;Gorgo, Bardolino DOC, 2017;0.75
1128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Грузия;Кахетия;Киндзмараули;"Shumi, ""Georgica"" Kindzmarauli";0.75
1135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Кьянти;Giulio Straccali, Chianti DOCG;0.75
1137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Грузия;Кахетия;Цинандали;"Shumi, ""Iberiuli"" Tsinandali";0.75
1146;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Испания;Валенсия;Утель-Рекена;"""Pasion"" de Bobal Red, Utiel-Requena DO, gift box";0.75
1157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Пьемонт;Гави;"Roberto Sarotto, ""Manenti"" Gavi di Gavi DOCG";0.75
1158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;Верона;"Tinazzi, ""Selezione di Famiglia"" Corvina di Verona IGP, 2016";0.75
1165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Грузия;Кахетия;Напареули;"""Картули Вази"" Грейт Коллекшн, Мцване, 2004";0.75
1166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ЮАР;Свартланд;;Babylon's Peak, Chenin Blanc, Swartland, 2017;0.75
1169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;;"Tinazzi, ""Selezione di Famiglia"" Merlot, Veneto IGP";0.75
1170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Арманьяк;Ба-Арманьяк;"Domaine d'Esperance, ""Cuvee Rosee"", 2018";0.75
1175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Галисия;Риас Байшас;"""Pazo Cilleiro"" Albarino, Rias Baixas DO, 2016";0.75
1183;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Аргентина;Мендоса;Долина Уко;"Catena Zapata, ""Alamos"" Merlot, Mendoza, 2017";0.75
1185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Кастилья и Леон;Руэда;Cuatro Rayas, Organic Verdejo, Rueda DO, 2018;0.75
1186;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Чили;Центральная Долина;Долина Мауле;"Vina Carta Vieja, ""Aves del Sur"" Chardonnay Reserva, Central Valley, 2017";0.75
1190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Наварра;;"""Gran Feudo"" Crianza, Navarra DO, 2013";0.75
1190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Россия;Краснодарский край;;"Раевское, ""Ренессанс"", 2017";0.75
1197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Австрия;Бургенланд;;"Sepp Moser, ""Classic Style"" Organic Zweigelt";0.75
1204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;Соаве;Gerardo Cesari, Soave DOC Classico;0.75
1204;7.0;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Испания;Каталония;Костерс дель Сегре;"Raimat, ""Vol d'Anima de Raimat"" Rosado, Costers del Segre DO, 2017";0.75
1238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Пьемонт;Альба;Sordo Giovanni, Barbera d'Alba DOC, 2017;0.75
1245;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Италия;Пьемонт;Ланге;"Gian Piero Marrone, ""Tartufo"" Rosso";0.75
1250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Австрия;Бургенланд;;"""Zantho"" Muskat Ottonel, 2018";0.75
1255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Риоха;Риоха Альта;"""El Coto"" Verdejo, Rioja DOC";0.75
1255;6.0;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Италия;Базиликата;;Casa Maschito, Malvasia Lucana, Basilicata IGT;0.75
1262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Апулия;Пулья;"Villa degli Olmi, ""Gatto Matto"" Sangiovese, Puglia IGT, 2018, 1.5 л";1.5
1271;;;;;;;;;;;;;;;;;;;;;;;;;4.5;;;;Италия;Пьемонт;Ланге;"Fontanafredda, ""Briccotondo"" Arneis, Langhe DOC, 2017";0.75
1286;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;Рипассо Вальполичелла;Bolla, Ripasso Valpolicella Classico Superiore DOC, 2016;0.75
1286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;Медок;"Kressmann, ""Grande Reserve"" Medoc AOC, 2016";0.75
1290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Арманьяк;Кот де Гасконь;Domaine du Tariquet, Chardonnay, Cotes de Gascogne VDP, 2018;0.75
1294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Кьянти;"""Cornaro"" Chianti DOCG, 1.5 л";1.5
1324;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Австралия;Юго-Восточная Австралия;;"Hardys, ""Nottage Hill"" Cabernet-Shiraz, 2016";0.75
1326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Марке;;"Vicari, ""Dasempre"" del Pozzo Buono DOC";0.75
1332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Австралия;Южная Австралия;Долина Макларен;"d'Arenberg, ""The Stump Jump"" Lightly Wooded Chardonnay";0.75
1337;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Чили;Центральная Долина;Кольчагуа;"Casa Silva, ""Coleccion"" Carmenere, 2016";0.75
1340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Наварра;;"""Fortius"" Reserva, 2014";0.75
1340;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Сицилия;;"Baglio di Pianetto, Insolia ""Y"", Terre Siciliane IGT";0.75
1350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Кампания;Саннио;"Colli Irpini, ""Montesole"" Falanghina, Sannio DOC";0.75
1354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Мурсия;Йекла;"Bodega Trenza, ""La Nymphina"" Monastrell, Yecla DO, 2017";0.75
1357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Мореллино ди Сканзано;"Cecchi, ""La Mora"" Morellino di Scansano DOCG";0.75
1358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Крым;Севастополь;;Усадьба Перовских, Розовое, Лимитированная серия;0.75
1363;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Австрия;Нижняя Австрия;Карнунтум;Grassl, Zweigelt Classic, 2017;0.75
1367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Риоха;;"""Marques de Aldeanueva"" Reserva, Rioja DOC, 2014";0.75
1370;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Франция;Бургундия;;"Dampt Freres, ""Le Parc du Chateau"" Bourgogne Tonnerre AOC";0.75
1373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;Вальполичелла;"""Famiglia Pasqua"" Valpolicella DOC, 2017";0.75
1390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Россия;Краснодарский край;;Вилла Виктория, Шардоне Резерв, 2015;0.75
1399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Пьемонт;Альба;"Gian Piero Marrone, ""Carlot"" Barbera d'Alba DOC";0.75
1403;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Рибера-дель-Дуэро;;"Arrocal, ""Eterno"" Crianza, Ribera del Duero DO, 2015";0.75
1405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Новая Зеландия;Хокс Бей;;"""Most Wanted"" Pinot Noir, 2018";0.75
1431;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Пьемонт;Гави;La Chiara, Gavi DOCG del Comune di Gavi;0.75
1442;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Италия;Апулия;Пулья;"Masca del Tacco, ""Lu'Li"" Appassimento, Puglia IGP";0.75
1451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;США;Вашингтон;Долина Коламбия;"""Two Vines"" Sauvignon Blanc, 2014";0.75
1458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Новая Зеландия;Мальборо;;Konrad, Sauvignon Blanc, 2017;0.75
1466;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Испания;Арагон;Калатаюд;"Bodegas San Alejandro, ""Baltasar Gracian"" Vinas Viejas, Calatayud DO, 2016";0.75
1474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;;"Domaine Barons de Rothschild, ""Reserve Speciale"" Blanc, Bordeaux AOC, 2013";0.75
1475;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Италия;Трентино-Альто Адидже;;"Mezzacorona, ""Terre del Noce"" Pinot Grigio, Dolomiti IGT, 2018, 1.5 л";1.5
1485;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Грузия;Кахетия;Мукузани;"Badagoni, ""Nikala 1862"" Mukuzani";0.75
1486;7.0;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Испания;Галисия;Риас Байшас;"Paco & Lola, ""Ophalum"", Rias Baixas DO, 2017";0.75
1490;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;Соаве;"""Domini Veneti"" Soave Classico DOC, 2018";0.75
1490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;Медок;"""Ginestet"" Medoc АОC";0.75
1490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Сицилия;;"""Regaleali"" Nero d'Avola IGT, 2017";0.75
1490;9.5;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Италия;Трентино-Альто Адидже;;Albino Armani, Gewurztraminer, Trentino DOC, 2018;0.75
1490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Пьемонт;Ланге;Gian Piero Marrone, Nebbiolo, Langhe DOC;0.75
1490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Апулия;Саленто;Zinfandel, Salento Rosso IGT, 2018;0.75
1494;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Греция;Халкидики;;"Porto Carras, ""LimNeon"" Meliton PDO";0.75
1494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Греция;Халкидики;;Porto Carras, Assyrtiko, Halkidiki PGI;0.75
1533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Абруццо;;"Torri Cantine, ""Bakan"" Passerina, Colli Aprutini IGT";0.75
1534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Арагон;Калатаюд;"Pago Ayles, ""Immortalis"" Garnacha, Calatayud DO, 2015";0.75
1536;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;Италия;Тоскана;Тоскана IGT;"Petra, ""Hebo"", Toscana IGT, 2017";0.75
1538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Финляндия;;;"""Moses"" Collection, Red Sweet";0.75
1538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;О'Медок;"""Pavillon la Tourelle"", Haut-Medoc AOC, 2016";0.75
1541;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Испания;Биерсо;;"""Cuatro Pasos"", Bierzo DO, 2016";0.75
1547;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Галисия;Риас Байшас;Paco & Lola, №12 Albarino, Rias Baixas DO, 2017;0.75
1560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Тоскана IGT;"""Albizzia"", Toscana IGT Chardonnay, 2018";0.75
1564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;Веронезе;Roeno di Fugatti, Enantio, Valdadige Terradeiforti DOC, 2015;0.75
1572;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Италия;Пьемонт;;Dezzani, Appassimento Rosso-Passito, Piemonte DOC, 2015;0.75
1575;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;Италия;Марке;;"Cherri d'Acquaviva, ""Altissimo"", Offida Pecorino DOCG, 2014";0.75
1578;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Австралия;Западная Австралия;Маргарет Ривер;Cape Mentelle, Sauvignon Blanc-Semillon;0.75
1582;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;Австралия;Южная Австралия;Долина Макларен;"""Scrubby Rise"" Sauvignon Blanc-Semillon, 2017";0.75
1584;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Израиль;Верхняя Галилея;;Galil Mountain, Galil Mountain Red, 2017;0.75
1588;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Испания;Страна Басков;;"Hika Txakolina, ""Hika"", Getariako Txakolina DO, 2017";0.75
1588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Германия;Мозель-Саар-Рувер;;"Van Volxem, ""Schiefer"" Riesling, 2014";0.75
1588;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Испания;Галисия;Риас Байшас;Zarate, Albarino, Rias Baixas DO, 2018;0.75
1596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Трентино-Альто Адидже;Альто Адидже;"""Tolloy"" Gewurztraminer, Alto Adige DOC, 2018";0.75
1598;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Новая Зеландия;Мальборо;;Allan Scott, Sauvignon Blanc, Marlborough, 2018;0.75
1601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Сардиния;Верментино ди Сардиния;"""Meri"", Vermentino di Sardegna DOC, 2018";0.75
1601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Лангедок-Руссийон;;"Gerard Bertrand, ""Naturae"" Cabernet Sauvignon, IGP Pay's d'Oc, 2018";0.75
1612;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Италия;Сардиния;Верментино ди Сардиния;"Pala, ""I Fiori"" Vermentino DOC, 2018";0.75
1612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Новая Зеландия;Мальборо;;Rapaura Springs, Sauvignon Blanc Reserve, Marlborough, 2018;0.75
1613;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Испания;Риоха;;"Bodegas El Cidacos, ""Marques de Abadia"" Reserva, Rioja DOC, 2013";0.75
1615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Трентино-Альто Адидже;Виньети делле Доломити (Вайнберг Доломитен);"Girlan, ""448 s.l.m."" Bianco, Vigneti delle Dolimiti IGT, 2017";0.75
1638;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Чили;Центральная Долина;Кольчагуа;"Viu Manent, ""Gran Reserva"" Cabernet Sauvignon, 2017";0.75
1641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Апулия;Саленто;"Leone de Castris, ""Villa Santera"" Primitivo, Salento IGT, 2017";0.75
1645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Галисия;Риас Байшас;"Paco & Lola, ""Lolo"" Albarino, Rias Baixas DO";0.75
1650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Новая Зеландия;Мальборо;;Kono, Sauvignon Blanc, Marlborough;0.75
1674;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Крым;;;"Chateau Cotes de Saint Daniel, ""21""";0.75
1676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;О'Медок;Chateau Grand Clapeau Olivier, Haut-Medoc AOC, 2012;0.75
1680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Чили;Регион Аконкагуа;Долина Лейда;"Santa Rita, ""Medalla Real"" Chardonnay Gran Reserva";0.75
1680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ЮАР;Паарл;;"Bellingham, ""Homestead Series"" Shiraz, 2017";0.75
1690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Тоскана IGT;"Marchesi de Frescobaldi, ""Pater"", Toscana IGT, 2018";0.75
1693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Пьемонт;;Bel Colle, Barbaresco DOCG, 375 мл;375
1694;;;;;;;;;;;;;;;;;;;;;;;;;4.3;;;;Италия;Апулия;;"""Borgo del Mandorlo"" Riserva, Copertino DOC, 2015";0.75
1694;10.0;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Италия;Венето;Рипассо Вальполичелла;"Tenuta Sant'Antonio, ""Monti Garbi"", Valpolicella Superiore DOC Ripasso, 2015, 375 мл";375
1697;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Хорватия;;;"Вина Лагуна, ""Фестигия"" Мерло, 2013";0.75
1701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Апулия;Саленто;"Tormaresca, ""Calafuria"" Salento IGT, 2018";0.75
1701;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Тоскана IGT;Col d'Orcia, Pinot Grigio, Toscana IGT, 2017;0.75
1716;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Германия;Наэ;;Emrich-Schonleber, Nahe Riesling Trocken, 2016;0.75
1720;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Грузия;Кахетия;;Askaneli Brothers, Saperavi Premium, gift box;0.75
1721;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Каталония;Пенедес;Finca Viladellops, Tinto, Penedes DO, 2013;0.75
1724;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Австралия;Южная Австралия;Долина Иден;Woods Crampton, Riesling, Eden Valley;0.75
1738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бургундия;Шабли;"Simonnet-Febvre, ""Saint-Bris"", 2014";0.75
1740;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Эльзас;;Trimbach, Gewurztraminer AOC, 2016, 375 мл;375
1749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Долина Луары;Шинон;"Joseph Verdier, ""Tresors de Loire"" Chinon AOC, 2017";0.75
1754;;;;;;93;;;;;;;;;;;;;90;;;;;;;;92;;Австрия;Нижняя Австрия;Кампталь;Loimer, Langenlois Pinot Noir, Niederosterreich, 2016, 375 мл;375
1771;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Апулия;Примитиво ди Мандурия;"""Torri d'Oro"" Primitivo di Manduria DOC, 2017";0.75
1780;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Румыния;;;"Cramele Recas, ""Selene"" Feteasca Neagra, 2015";0.75
1780;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Франция;Бургундия;;Vignerons de Buxy, Pinot Noir, Bourgogne Buissonnier AOC, 2015;0.75
1802;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Италия;Трентино-Альто Адидже;Альто Адидже;"Castelfeder, ""Mont Mes"" Gewurztraminer, Mittelberg IGT, 2018";0.75
1812;;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Франция;Эльзас;;Cave de Turckheim, Muscat Reserve, Alsace AOC, 2016;0.75
1820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ЮАР;Паарл;;Anura, Syrah-Mourvedre-Grenache Reserve, 2015;0.75
1826;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Италия;Венето;Вальполичелла;"Masi, ""Bonacosta"", Valpolicella Classico DOC, 2017";0.75
1840;6.7;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Италия;Тоскана;Кьянти;Ruffino, Il Leo, Chianti Superiore DOCG;0.75
1848;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;88;Италия;Апулия;Примитиво ди Мандурия;Felline, Primitivo di Manduria DOC, 2017;0.75
1864;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Франция;Долина Луары;Пуйи-Фюме;Domaine Tabordet, Pouilly-Fume AOC, 2018;0.75
1868;4.0;;;;;;;;;;;;;;;;;;;;;;;;4.1;;;;Италия;Трентино-Альто Адидже;Альто Адидже;"""Kellerei Auer"" Gewurztraminer, Alto Adige DOC";0.75
1872;8.0;;;;;;;;;;;;;;;;;;87;;;;;;;;;;Германия;Наэ;;Emrich-Schonleber, Riesling Trocken, 2016;0.75
