price;rating;rating_BD;rating_D-5;rating_DEC-100;rating_DEC-5;rating_FM;rating_GH;rating_GP;rating_GR;rating_IWC;rating_JH;rating_JR;rating_JS;rating_LM;rating_LV-100;rating_LV-3;rating_QUA-100;rating_QUA-20;rating_RP;rating_RVF;rating_RWS;rating_ST;rating_TA;rating_VIN;rating_Vivino;rating_W&S;rating_WE;rating_WS;region_1;region_2;region_3;title;volume
1875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;США;Калифорния;Сонома Кантри;Cline, California Pinot Gris, 2017;0.75
1878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Новая Зеландия;Мальборо;;"Yealands, ""Land Made"" Pinot Noir";0.75
1890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;;"La Madonna, ""12"" Solo Dodici Vermentino, Maremma Toscana DOC, 2017";0.75
1890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Грузия;Кахетия;;"Марани ""Кондоли"" Саперави-Мерло, 2016";0.75
1896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Долина Луары;Сомюр;"Domaine de l'Enchantoir, ""La Cuvee de l'Arguray"" Chardonnay, Saumur AOC";0.75
1896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Маремма Тоскана;Tenuta Sassoregale, Merlot, Maremma Toscana DOC, 2017;0.75
1918;9.0;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Италия;Апулия;Саличе Салентино;Masseria Borgo dei Trulli, Primitivo, Puglia IGT, 2016;0.75
1926;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Франция;Бордо;О'Медок;Chateau Haut-Brignot, Haut-Medoc AOC;0.75
1930;;;;;;;;;;;;;;;;;;;;;;;;;4.1;;;;Испания;Риоха;;Heredad de Baroja Gran Reserva, Rioja DOCa, 2008;0.75
1934;;;;;;;;;;;;;89;;;;;;;;;;;;3.7;;89;;Италия;Тоскана;Маремма Тоскана;"Nittardi, ""Ad Astra"", Maremma Toscana IGT, 2013";0.75
1940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Кастилья и Леон;Руэда;"Herederos del Marques de Riscal ""Limousin"", Rueda DO";0.75
1948;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Франция;Эльзас;Верхний Рейн;Domaine Viticole de la Ville de Colmar, Gewurztraminer, Alsace AOP, 2016;0.75
1952;9.0;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Португалия;Лиссабон;;"Paco das Cortes, ""Critterium"" Reserva, Vinho Regional Lisboa IGP, 2016";0.75
1953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;Премьер Кот де Бордо;Chateau de Birot, Premieres Cotes de Bordeaux AOC, 2007;0.75
1954;;;;;;;;;;;;;;;;;;;88;;;;;;3.6;;;;Португалия;Дору;;"""Andreza"" Touriga Nacional/Touriga Franca, Douro DOC, 2014";0.75
1959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Трентино-Альто Адидже;Альто Адидже;San Michele-Appiano, Weissburgunder (Pinot Bianco), Alto Adige DOC, 2015;0.75
1965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ЮАР;Свартланд;;Babylon's Peak, S-M-G, Swartland, 2016;0.75
1971;;;;;;;;;;;;;;;;;;;87;;;;;87;;;;87;Франция;Бургундия;Шабли;Billaud-Simon, Chablis AOC, 2015, 375 мл;375
1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Эльзас;;"Arthur Metz, ""Fleischer"" Gewurtztraminer, Alsace AOC, 2016";0.75
1975;;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Чили;Центральная Долина;Кольчагуа;"Bisquertt, ""La Joya"" Gran Reserva, Carmenere, Colchagua Valley DO, 2017";0.75
1975;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Израиль;;;"Golan Heights, ""Hermon"" Mount Hermon Cabernet Sauvignon, 2017";0.75
1978;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Новая Зеландия;Мальборо;;Tohu, Sauvignon Blanc, Marlborough, 2016;0.75
1991;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Новая Зеландия;Мальборо;;"""Mount Nelson"" Sauvignon Blanc, 2018";0.75
1991;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Италия;Трентино-Альто Адидже;Альто Адидже;Elena Walch, Chardonnay, Alto Adige DOC, 2018;0.75
2027;;;;;;;;;;;;;;;;;;;87;;;;;;3.6;;;;Испания;Риоха;;"""Faustino V"" Reserva, 2012";0.75
2031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;США;Калифорния;Долина Напа;Coastal Ridge, White Zinfandel, 2016, 1.5 л;1.5
2042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;Амароне делла Вальполичелла Классико;"""Villa Fura"" Amarone della Valpolicella DOCG";0.75
2043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Чили;Регион Аконкагуа;Долина Касабланка;"Matetic, ""Corralillo"" Riesling, Casablanca Valley DO, 2018";0.75
2047;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Италия;Базиликата;Альянико дель Вультуре;"Casa Maschito, ""Portale Adduca"" Aglianico del Vulture DOC";0.75
2054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;Сотерн;"""Chateau Padouen"" Sauternes AOC";0.75
2057;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Италия;Венето;Рипассо Вальполичелла;"Remo Farina, ""Montecorna"" Valpolicella Ripasso Classico Superiore DOC, 2015";0.75
2089;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;США;Калифорния;Долина Напа;"Beringer, ""Founder's Estate"" Chardonnay, 2016";0.75
2093;;;;;;;;;;;;;;;;;;;;;;;;;4;;;88;Италия;Тоскана;Россо ди Монтальчино;Ciacci Piccolomini d'Aragona, Rosso di Montalcino DOC, 2016;0.75
2096;;;;;;;;;;;;;;;;;;;;;;;;;4.3;;;;Италия;Венето;Вальполичелла;"Valore, ""Ciacola"" Valpolicella Ripasso DOC, 2015";0.75
2138;;;;;;;;;;;;;;;;;;;;;;;;;4.4;;;;Италия;Пьемонт;Асти;"Roberto Ferraris, ""Nobbio"", Barbera d'Asti DOCG, 2017";0.75
2143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Германия;Мозель-Саар-Рувер;;Selbach-Oster, Riesling Qualitatswein Trocken, 2016;0.75
2144;;;;;;;;;;;;;;;;;;;;;;;;;4.1;;;;Аргентина;Мендоса;Долина Тупунгато;Rutini, Chardonnay, 2016;0.75
2158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Трентино-Альто Адидже;Альто Адидже;"""Omnes Dies"", Abbazia di Novacella, 2017";0.75
2172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;;"Castello ColleMassari, ""ColleMassari"", Montecucco Rosso Riserva DOC, 2014";0.75
2177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Пьемонт;Барбареско;"""Villa Cassina"" Barbaresco DOCG, 2014";0.75
2178;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Эльзас;;Gustave Lorentz, Gewurztraminer Reserve, Alsace AOC, 2018;0.75
2205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Риоха;;"""Coto de Imaz"" Reserva, Rioja DOCa";0.75
2240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Наварра;;"Chivite, ""Las Fincas"" Rosado, Vino de la Tierra 3 Riberas IGP, 2018";0.75
2257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Грузия;Рача;Хванчкара;"Shumi, ""Iberiuli"" Khvanchkara";0.75
2273;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;87;Италия;Тоскана;Кьянти;Santa Cristina, Vin Santo, Valdichiana DOC, 2014, 0.5 л;0.5
2274;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Франция;Эльзас;;Cave de Turckheim, Gewurztraminer Reserve, Alsace AOC, 2015;0.75
2290;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Чили;Центральная Долина;Долина Маипо;Arboleda, Cabernet Sauvignon, 2016;0.75
2317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бургундия;Кот д'Ор;Nuiton-Beaunoy, Bourgogne Hautes-Cotes de Beaune AOC Rouge, 2016;0.75
2340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Сицилия;;"""Sherazade"", Sicilia DOC, 2018";0.75
2340;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Трентино-Альто Адидже;Альто Адидже;Alto Adige Gewurztraminer DOC, 2018;0.75
2356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Люксембург;;;Bernard-Massard, Pinot Noir Grevenmacher, Luxembourgeoise АОP, 2017;0.75
2357;10.0;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Грузия;Кахетия;;Teliani Valley, Khvanchkara;0.75
2369;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Тоскана IGT;"Losi, ""Armonia"", Toscana IGT, 2012";0.75
2370;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Австралия;Южная Австралия;;"Wolf Blass, ""Silver Label"" Shiraz Cabernet Malbec, 2016";0.75
2372;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Италия;Фриули-Венеция-Джулия;Венеция Джулия;"Livio Felluga, ""Vertigo"", Venezia Giulia IGT, 2017";0.75
2372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Фриули-Венеция-Джулия;Венеция Джулия;"Livio Felluga, ""Sharis"" delle Venezie IGT, 2018";0.75
2374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бургундия;Пти Шабли;Domaine Garnier & Fils, Petit Chablis AOC, 2018;0.75
2403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;Грав;"Reserve ""Mouton Cadet"", Graves AOC Rouge, 2016";0.75
2403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Риоха;;R&G Rolland Galarreta, Rioja, 2012;0.75
2411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Сицилия;;Cantine Intorcia, Passito, Sicilia IGP, 0.5 л;0.5
2442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Рибера-дель-Дуэро;;"""Bracamonte"" Reserva, Ribera del Duero DO, 2012";0.75
2453;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Франция;Долина Луары;Сомюр;Domaine des Roches Neuves, Saumur Champigny AOC, 2013;0.75
2477;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;США;Калифорния;Центральное побережье;Edna Valley, Pinot Noir, 2015;0.75
2491;;;;;;;;;;;;;;;;;;;87;;;;;;;;;;Франция;Эльзас;;Leon Beyer, Pinot Gris, Alsace AOC, 2015;0.75
2499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;Лугана;"Azienda Agricola Ottella, ""Le Creete"", Lugana DOC, 2018";0.75
2501;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Франция;Прованс;Кот де Прованс;"""Rimauresq"" Cru Classe Rose, Cotes de Provence AOC, 2018";0.75
2553;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;87;Франция;Эльзас;;"Bestheim, ""Schlossberg"" Riesling Grand Cru, Alsace AOC, 2017";0.75
2583;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Россия;Краснодарский край;;"Сикоры, Каберне Совиньон ""Семейный Резерв""";0.75
2590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Пьемонт;Гави;"Gavi DOCG, ""Villa Scolca"", 2018";0.75
2611;;;;;;;;;;;;;;;;;;;;;;;;;4.1;;;;Австрия;Нижняя Австрия;;"Johannes Zillinger, ""Revolution"" White Solera";0.75
2613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Арагон;Кампо-де-Кариньена;"""E"" de Ayles"" Vino de Pago DO, 2015";0.75
2652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Лацио;;"Poggio Le Volpi, ""Baccarossa"", Lazio IGP";0.75
2659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Лацио;;Ducato Grazioli, Petit Verdot, Lazio IGT, 2016;0.75
2690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Кьянти Классико;Castello Banfi, Chianti Classico Riserva, 2016;0.75
2719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Долина Роны;Кроз-Эрмитаж;"Domaine des Remizieres, ""Cuvee Particuliere"", Crozes-Hermitage AOC Blanc, 2015";0.75
2735;7.0;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Италия;Сицилия;Этна;Planeta, Etna Bianco IGT, 2018;0.75
2752;;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Испания;Риоха;;"Marques de Caceres, ""Excellens"" Reserva, Rioja DOC, 2014";0.75
2754;;;;;;;;;;;;;;;;;;;;;;;;;;;89;;Франция;Лангедок-Руссийон;;"Gerard Bertrand, ""Kosmos"", 2016";0.75
2758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Новая Зеландия;Мальборо;;Framingham, Pinot Noir, 2014;0.75
2767;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Франция;Бургундия;Шабли;Louis Jadot, Chablis AOC, 2018;0.75
2813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Апулия;Саленто;"San Marzano, ""Edda Lei"" Salento IGP";0.75
2866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Россия;Краснодарский край;;"Lefkadia, ""The Bachelor Collection"" Viognier, 2017";0.75
2885;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;84;Италия;Пьемонт;Ланге;Paolo Scavino, Langhe Nebbiolo DOC, 2014;0.75
2892;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Испания;Риоха;Риоха Альта;Bodegas Ramon Bilbao, Gran Reserva, Rioja DOC, 2011;0.75
2953;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Рибера-дель-Дуэро;;"""Cair"" Crianza, Ribera del Duero DO";0.75
1037;7.0;;;;;;;;;;;;92;;;;;;;;;;;;3.6;;;;Испания;Каталония;Пенедес;Finca Viladellops, Garnatxa, Penedes DO, 2018;0.75
1122;;;;;;;;;;;;;90;;;;;;;;;;;;3.7;;;;Аргентина;Мендоса;;"Dominio del Plata, ""Crios"" Rose of Malbec, 2018";0.75
1122;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;Аргентина;Мендоса;;"Dominio del Plata, ""Crios"" Torrontes, 2019";0.75
1201;;;;;;;;;;;;;;;;;;;;;;;;;;;85;;Франция;Бордо;Бордо Сюпериёр;Chateau d'Haurets, Bordeaux AOC, 2017;0.75
1255;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;Франция;Бордо;;Chateau Lamothe Castera, Bordeaux AOC, 2016;0.75
1287;;;;;;;;;;;;;92;;;;;;90;;;;;;3.8;;;;Аргентина;Мендоса;;"Dominio del Plata, ""Crios"" Cabernet Sauvignon, 2018";0.75
1302;;;;;;;;;;;;;;;;;;;88;;;;;;3.6;;;;Германия;Мозель-Саар-Рувер;;Vols, Saar Riesling Feinherb QbA, 2015;0.75
1339;;;;;;;;;;;;;;;;;;;89;;;;;91;;;;;Испания;Биерсо;;Luna Beberide, Godello, Bierzo DO, 2018;0.75
1369;;;;;;;;;;;;;91;;;;;;;;;;;;3.5;;;;Испания;Рибера-дель-Дуэро;;"""Portia"" Ebeia Roble, Ribera del Duero DO, 2016";0.75
1370;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;84;88;США;Калифорния;;Geyser Peak, Chardonnay, California, 2017;0.75
1389;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;87;ЮАР;Западный Кейп;Стелленбош;Simonsig, Sauvignon Blanc, 2018;0.75
1434;;;;;;;;;;;;;;;;;;;88;;;;;;;;;;Аргентина;Мендоса;Долина Уко;La Posta, Tinto, Mendoza DO, 2017;0.75
1498;;;;;;;;;;;;;;92;;;;;;;;;;;3.8;;;;Италия;Пьемонт;Монферрато;"""Tra Donne Sole"", Monferrato DOC, 2018";0.75
1473;;;;;;;;;;;;;;90;;;;;;;;;;;;;;88;Италия;Марке;Вердиккио дей Кастелли ди Йези;"Tenuta di Tavignano, ""Villa Torre"" Verdicchio dei Castelli di Jesi DOC Classico Superiore, 2017";0.75
1559;;;;;;;;;;;;;90;;;;;;;;;;;;;;;89;Италия;Марке;;Boccadigabbia, Verdicchio di Matelica DOC, 2017;0.75
1832;;;;;;;;;;;93;;;;;;;;;;;;;;4;;90;86;Австралия;Южная Австралия;Долина Макларен;"Paxton Wines, ""AAA"" Shiraz Grenache, 2017";0.75
2064;7.0;;;;;;;;;;;;;;;;;;91;;;;;;3.3;;;;Испания;Биерсо;;"Akilia, ""Villa de San Lorenzo"", Bierzo DO, 2015";0.75
2064;;;;;;;;;;;;;;;;;;;90;;;;;;3.7;;;;Испания;Риоха;;Gregorio Martinez, Finca Tempranillo, Rioja DOCa, 2014;0.75
2065;;;;;;;;;;;;;;;;;;;93;;;;;;;;;;Австрия;Вена;;Wieninger, Nussberg Gruner Veltliner, 2016;0.75
2084;;;;;;;;;;;;;90;;;;;;89;;;;;;3.7;;;87;Италия;Фриули-Венеция-Джулия;Фриули Исонцо;Masut da Rive, Pinot Grigio, Isonzo del Friuli DOC, 2017;0.75
2138;;;;;;;;;;;;;93;;;;;;;;;;;;3.8;;;;Австралия;Южная Австралия;Долина Макларен;"d'Arenberg, ""The Footbolt"" Shiraz, 2017";0.75
2176;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;Италия;Тоскана;Кьянти Классико;Le Corti, Chianti Classico DOCG, 2015;0.75
2183;;;;;;;;;3;;;;;;;;;;89;;;;;;3.8;;;;Италия;Лацио;Чивителла-д'Альяно;"Sergio Mottura, Grechetto ""Poggio Della Costa"" IGT, 2017";0.75
2302;;;;;;;;;;;;;;;;;;;86;;;;;;3.9;;92;;Чили;Центральная Долина;Долина Маипо;"Vina Chocalan, ""Vitrum"" Malbec, 2015";0.75
2306;;;;;;;;;;;;;94;;;;;;;;;;;;3.9;;91;88;Испания;Риоха;Риоха Алавеса;Vina Real, Reserva, 2015;0.75
2329;;;;;;;;;;;;;91;;;;;;;;;;;;3.8;;;;Испания;Галисия;Риас Байшас;"La Rioja Alta, ""Lagar de Cervera"" Albarino DO, 2016";0.75
2429;;;;;;;;;;;;;;;;;;;;;;;;93;3.7;;;;Италия;Тоскана;Мореллино ди Сканзано;"Belguardo, ""Bronzone"" Riserva, Morellino di Scansano, 2014";0.75
2429;;;;;;;;90;;;;;;;;;;;;;;;;;;;;;Испания;Валенсия;Утель-Рекена;"Vicente Gandia, ""Generacion 1 Grandes Anadas"", 2013";0.75
2442;;;;;;;;;;;;;93;;;;;;;;;;;;;;91;88;Италия;Трентино-Альто Адидже;Альто Адидже;"Nals-Margreid, ""Punggl"" Pinot Grigio, Sudtirol Alto Adige DOC, 2016";0.75
2442;;;;;;;;;;;;;;;;;;;92;;;;;;3.8;;;92;Италия;Пьемонт;Альба;"G.B. Burlotto, ""Aves"", Barbera d'Alba DOC, 2016";0.75
2450;;;;;;;;;;;;;;;;;;;92;;;;;;;;88;90;Чили;Сан Антонио;;"Matetic, ""EQ"" Chardonnay, San Antonio DO, 2016";0.75
2500;;;;;;;;;;;;;93;;;;;;92;;;;;;3.8;;;;Аргентина;Мендоса;;"Dominio del Plata, ""BenMarco"" Malbec, 2017";0.75
2501;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;92;;Италия;Венето;Лугана;"Selva Capuzza, Lugana ""Selva"" DOC, 2017";0.75
2548;;;;;;;;;;;;;;;;;;;88;;;;;;3.7;;90;;Италия;Пьемонт;Альба;Borgogno, Barbera D'Alba DOC, 2016;0.75
2610;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;Австрия;Нижняя Австрия;Кампталь;"Hiedler, ""Maximum"" Riesling, Kamptal DAC, 2012";0.75
2632;;;;;;;;89;;;;;;;;;;;90;;;;;;;;85;;Испания;Приорат;;"Portal del Priorat, ""Gotes"" Blanques, Priorat DOQ, 2016";0.75
2676;;;;;;;;;;;;;91;;;;;;90;;;;;;3.7;;;;Чили;Центральная Долина;Долина Маипо;"Ventisquero, ""Grey"" Chardonnay, 2017";0.75
2692;;;;;;;;;;;;;94;;;;;;;;;;;;;;;;Чили;Центральная Долина;Кольчагуа;"Lapostolle, ""Cuvee Alexandre"" Merlot, 2014";0.75
2730;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;Испания;Рибера-дель-Дуэро;;Pago de los Capellanes, Tinto Crianza, Ribera del Duero DO, 2016;0.75
2740;;;;;;;;;;;;;;;;;;;90;;;;;;;;;91;Италия;Тоскана;Маремма Тоскана;"Brancaia, ""Tre"" IGT, 2016";0.75
2831;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;93;;Франция;Юго-запад Франции;Мадиран;Chateau Bouscasse, Madiran AOC, 2015;0.75
2894;;;;;;;;;;;;;;;;;;;87;;;;;;3.4;;90;;Франция;Долина Роны;Кроз-Эрмитаж;"Ferraton Pere & Fils, ""La Matiniere"" Blanc, Crozes-Hermitage AOC, 2016";0.75
2992;8.0;;;;;90;;;;;;;;;;;;;;;;;;;;90;92;;Австрия;Южная Штирия;;"Neumeister, Gelber Muskateller ""Steirische Klassik"", 2017";0.75
500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Апулия;;Soleto, Rosso Secco;0.75
503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Грузия;Кахетия;;"""Иберика"" Саперави";0.75
504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Португалия;Дору;;"Casa Da Fonte Pequena, ""Vila Castanha"" Branco Semisweet";0.75
504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Кастилия Ла Манча;;"Vina Ginesa Reservas, ""Terromontero"" Verdejo, 2017";0.75
512;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Чили;Центральная Долина;;"""Tekena"" Cabernet Sauvignon";0.75
512;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Чили;Центральная Долина;;"""Tekena"" Merlot";0.75
515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Марке;;"""Decordi"" Sangiovese, Marche IGT";0.75
519;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Лангедок-Руссийон;;"""Le Noble de France"" Rouge Sec";0.75
520;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Ла Манча;;Don Quixote red medium sweet, Vino de Mesa (VdM);0.75
521;;;;;;;;;;;;;;;;;;;;;;;;;3.1;;;;Испания;Валенсия;;"""Carranc"" Tinto Seco";0.75
525;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Россия;Краснодарский край;;"""Наследие"" Одесский Чёрный";0.75
525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Россия;Краснодарский край;;"""Наследие"" Шардоне";0.75
525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Болгария;;;"""Chateau Boyar"" Cabernet Sauvignon, 2016";0.75
525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Болгария;;;"""Chateau Boyar"" Mavrud";0.75
530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Португалия;Лиссабон;;"Casa Santos Lima, ""Varas"" Tinto, 2017";0.75
530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Россия;Краснодарский край;Крымск;"""Крымское Премиум"" Красное";0.75
532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Сарагоса;Кариньена;Esteban Martin, Blanco, Carinena DO, 2018;0.75
534;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;Болгария;;;"Domaine Boyar, ""Quantum"" Syrah & Cabernet Sauvignon";0.75
535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;;"Vivaldi, ""Ai Colli"" Corvina, Veneto IGT, 2016";0.75
540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;Соаве;"""Mastio della Loggia"" Soave DOC";0.75
543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Австралия;;;"""Crocodile Creek"" Chardonnay";0.75
546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Крым;;;"""Вина Крыма"" Мерло, 1.5 л";1.5
546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Крым;;;"""Вина Крыма"" Мускат Фотисаль, 1.5 л";1.5
550;3.0;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Австралия;Южная Австралия;Риверленд;"""Bursting Barrel"" Cabernet Sauvignon";0.75
550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Наварра;;Vina Palomeras, Viura, Navarra DO;0.75
551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Грузия;Кахетия;;"""Талисман"" Ркацители";0.75
551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Грузия;Кахетия;Алазанская долина;"Shalvino, ""Alazani Valley"" White";0.75
552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Риоха;;"Bodegas El Cidacos, ""Conde Otinano"" Tinto, Rioja DOC, 2018";0.75
552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ЮАР;Западный Кейп;;"Kumala, ""Cape Classics"" Red";0.75
553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Вальдепеньяс;;"""Raices"" Tempranillo, Valdepenas DO";0.75
553;;;;;;;;;;;;;;;;;;;;;;;;;4.2;;;;ЮАР;Западный Кейп;Долина Робертсон;"Robertson Winery, ""Wide River"" White";0.75
554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Аргентина;Сан-Хуан;;"Las Moras, ""Intis"" Merlot-Malbec, San Juan, 2018";0.75
560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;Венеция;Cielo e Terra, Merlot & Raboso IGT delle Venezie, 2018;0.75
562;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;ЮАР;Западный Кейп;;Fish Hoek, Pinotage;0.75
572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Португалия;;;"""Calamares"" Rose, flat bottle";0.75
580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Вальдепеньяс;;"""Don Aurelio"" Merlot, Valdepenas DO";0.75
581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Азербайджан;;;"""Садыллы"", керамическая бутылка";0.75
581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Азербайджан;;;"""Севгилим"", в керамической бутылке";0.75
581;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Грузия;Кахетия;Алазанская долина;"Вазиани, ""Алазанская Долина"" Красное";0.75
